review,sentiment
"Few movies have dashed expectations and upset me as much as Fire has. The movie is pretentious garbage. It does not achieve anything at an artistic level. The only thing it managed to receive is a ban in India. If only it was because of the poor quality of film making rather than the topical controversy, the ban would have been more justifiable.<br /><br />Now that I've got my distress out of my system, I am more able to analyse the movie: <br /><br />* From the onset the movie feels unreal especially when the protagonists start conversing in English. The director, of course, did not make the movie for an Indian audience; however it underestimated its international audiences by over simplifying it. Watching the character of the domestic help conversing in perfect English is too unreal to be true.<br /><br />* Next we get regular glimpses into Radha's dreams. These scenes are not very effective. They coming up as jarring and obstruct the flow of the movie. I'm still wondering how that philosophical dialogue connected to the story. I felt that the surrealism was lost.<br /><br />* The love scenes felt voyeuristic and are probably meant for audience titillation rather than being a powerful statement. In any case, they do not achieve either of the two.<br /><br />* The names chosen for the women, Radha and Sita, are names of Hindu deities and hence been selected to shock the audiences. However, since the film wasn't meant for Indian audiences in the first place, the shock-through-name-selection is not meant to achieve its goal, which is absurd.<br /><br />* The quality of direction is very poor and some key and delicate scenes have been poorly handled. A better director could have made a powerful emotional drama out of the subject.<br /><br />* The acting felt wooden although Nandita Das brought some life into the role, the others were wasted. I always thought that Shabana Azmi was a good actress but her talent is not evident in this film. The male leads were outright rubbish.<br /><br />In case you are a fan of Earth and wish to see more of the director, stay away from this one. Please.",0
"Pretty, stereotyped, good looking cast, the story loops in a wide and confusing arc, leading you down a number of garden paths (without attendant fairies) before plummeting to an end that feels you leaving - hollow.<br /><br />If you are after a film that has climax or ends with a satisfying thump, this is going to be a disappointment. Inspite of the main character's notionally overt sexuality I felt that he was androgynous, lacking a clear male persona, rather like his lacking of a clear French persona. Even though he is notionally laid naked (or rather sat naked) at the end of the film, the viewer is as unaware as the character as to motivations - that little thing called plot. Probably a stereotypically English speaking point of view, at least if you take the side of the film.",0
"I went to see this movie today, with hopes that it would involve an at least half-intelligent story. I was extremely disappointed, as it did not. The plot, and the decisions by the main character, were so far-fetched. I was hoping for a ""Dog Day Afternoon""-type movie, but instead got something totally unacceptable. I actually found myself totally hoping for the ""hero"" to be knocked off, and I nearly walked out of the theater on several occasions when this should have happened but didn't. Heist movies are notmeant to be feel-good flicks, and this one tried to be just that. Every couple of minutes during the second half of the movie, I found myself saying, ""no way"". Without giving the whole story away, it revolved around an armored car guard who was financially down and out, and whose house was going into foreclosure. He was invited in on a heist, and accepted, only to back down once the action began. Weak.",0
"What do you get when you put Lou Diamond Philips, Todd Bridges, Barry Corbin with a bad toupee, and an alien all on a train? You get a very bad movie called ""Alien Express"" or ""Dead Rail"" that would be more entertaining on Comedy Central's old series ""Mystery Science Theater 3000."" You name it, this awful movie suffered in areas of acting, plot, storyline, and special effects. In fact, the exterior passenger train shots looked like the production staff used a common HO scale model in front of a painted background! The rest of the special effects goes downhill from there.<br /><br />The plot is very predictable and is similar to two 1970's movies called ""Horror Express"" and a disaster movie called ""The Cassandra Crossing."" At least ""The Cassandra Crossing"" had a better cast, an engaging storyline, and real train scenes.<br /><br />If you want a good laugh and a movie to mock at a ""B movie"" party then watch this; otherwise, ""Alien Express"" derailed long before departing from the station!",0
"It's exactly what the title tells you...an island inhabited by fishmen. Shipwrecked doctor Claudio Cassinelli and crew land on the island, they're either picked off by the fishmen or roped into working for treasure hunting lunatic Richard Johnson. Cassinelli discovers that Johnson, who believes he's found the lost city of Atlantis, has been keeping disgraced scientist Joseph Cotten and his daughter Barbara Bach hostage for 15 years so the fishmen can uncover a treasure trove beneath the sea. Cotten, of course, is a complete madman. Bach and Cassinelli have great chemistry. This insanity was directed by Sergio Martino and is not, surprisingly, without merit. It's fast paced, reasonably well acted and the fishmen look pretty convincing (though it's unlikely anyone could prove that these things DON'T look like actual fishmen). There's an excellent music score by Luciano Michelini.",0
"I've become a big fan of the Carpenters, and I didn't really enjoy this movie.<br /><br />I feel it focused far too much on her anorexia and didn't let her true personality shine through. I wasn't overly fond of Cynthia Gibb's portrayal; especially knowing she decided Karen's anorexia was suicide, which it clearly wasn't. Although her family was not big on hugs and kisses, I thought the movie portrayed Agnes (their mother) as being terrible.<br /><br />I did find a few scenes to be harrowing in a way, such as where she sees herself in a mirror that seems to distort her and make her look heavier; I thought the metaphor (so-to-speak) there was rather effective. When the family is playing pool and discussing her divorce and she breaks down and Richard is shocked when he comforts her and feels her frail body was pretty moving (which is probably the wrong word) as well.<br /><br />Overall, I feel they needed to bring out her more bubbly, quirky side--her genuine personality. Even as the focus of the film, there really wasn't a point that caused one to understand what would lead her to anorexia (though of course no one can really know), and almost made it seem baseless. The film was more poor-singer-with-anorexia than Karen Carpenter's story, in my opinion.<br /><br />I would assume that they changed her husband's name/profession and all because they couldn't get his permission to actually include him (there were some bad terms there), but that whole aspect was inaccurate with the changes. On this note, I can't recall the movie bringing out her longing for a family and kids, which greatly prevailed in her life and explains her whirlwind romance and quick marriage to her husband.<br /><br />On the whole, it ends up as a low-budget made-for-TV movie that just isn't very high quality and can be disappointing if you're a hardcore fan who is hoping to see beyond Karen's disease. I feel that such a legend deserves/deserved a better film as a tribute to an amazing person and an awesome voice.",0
"I had high hopes for this one until they changed the name to 'The Shepherd : Border Patrol, the lamest movie name ever, what was wrong with just 'The Shepherd'. This is a by the numbers action flick that tips its hat at many classic Van Damme films. There is a nice bit of action in a bar which reminded me of hard target and universal soldier but directed with no intensity or flair which is a shame. There is one great line about 'being p*ss drunk and carrying a rabbit' and some OK action scenes let down by the cheapness of it all. A lot of the times the dialogue doesn't match the characters mouth and the stunt men fall down dead a split second before even being shot. The end fight is one of the better Van Damme fights except the Director tries to go a bit too John Woo and fails also introducing flashbacks which no one really cares about just gets in the way of the action which is the whole point of a van Damme film.<br /><br />Not good, not bad, just average generic action.",0
"First of all, I just wanna say that I'm a very big Naruto fan. I love the Anime and the Manga stories. Also, the first movie just confirmed that Naruto is all about great fun, great action, great story, ... But then came the 2nd movie. I was very hyped because the first movie turned out great. But it didn't satisfy me one bit... The story was lame, action wasn't all that great... especially compared to the Anime series... same goes for the quality of animation. I found it very poorly... Could the story get any lamer... ANY ??? Where's the kyuubi of Naruto ?? Not once does he turn demon... I mean ... COME ON !!! My advice is... see the series ( until episode 140 , then it's just fillers ) and then read the Manga because that's still great. Ignore this movie and hope for something better in the future...<br /><br />All and all I gave it a 4, just because it's Naruto...",0
"I did and I lost two and a half hours of my life that I can never regain again.<br /><br />I honestly have no idea what the critics and fans see in this movie. And that's not because I can't appreciate ""art"". I love a good film with profound messages, brilliant cinematography, and great directing.<br /><br />This film just isn't one of them.<br /><br />My main complaint about this film is that it's so horribly slow-paced, to the point of boring its audience to death. On the other hand, sequences of dialog go by too quickly and there's not enough exposition to let people who haven't read the book know what's going on (My mother had mercy on me and explained everything before I watched it). Would it have killed them to hire a narrator? At least for the beginning and the end? <br /><br />Let me break it down for you: (Spoilers throughout) <br /><br />For the first two minutes you are treated to a black screen with no music, waiting for the actual movie to begin.<br /><br />For the following minute and a half, you see several pictures of sunrises and savanna landscapes. Like the audience couldn't figure out how to set the scene unless they saw the establishing shot three or four times.<br /><br />The next eleven minutes are occupied with the grunting monkeys. They fight, see the monolith, fight some more, pommel things with a bone. Supposedly they are prehistoric men whose evolution is being influenced by the monolith's singing. Not that you could tell if you hadn't read the book.<br /><br />*Finally* we get into space. Only to be subjected to twelve minutes of ships slowly spinning to the Blue Danube Waltz (A pretty quick-tempo-ed waltz as I understand, yet here it feels absolutely agonizing). At last we get some innocuous dialog and rather cryptic exposition about the government not letting people land on the moon. We are left to wonder about this for fourteen more minutes of Blue Danube and spinning ships and neat camera tricks with anti-gravity.<br /><br />Next comes four minutes of watching a ship travel over the surface of the moon and dock at a space station. We get a little more exposition in a board room scene that follows. Then we're back outside traveling at a snail's pace over the moon. A second monolith is revealed, again filling our ears with that horrible ringing (I had no idea that was an actual piece of music!). The monolith does its little light show and then the plot jumps forward.<br /><br />*Seven* minutes of watching the ship to Jupiter travel. By this point in time my brains had turned into mush. Could it be moving any slower? Maybe it's ""realistic"" to portray it as such, but we still don't need to see five or six different shots of the same thing to grasp the concept of its ""realism"". Let me tell you about this ""realism"" thing; I cheered when the secondary astronaut character died. Not because I'm a sadist and like watching people die, but because after five minutes I was just so annoyed at the sound of his darn breathing! I'm supposed to care about this character, feel when he dies! Instead I found myself waiting for blissful silence whatever way it came.<br /><br />Anyway, now we get to the most interesting part of the film-the part with HAL. Forget Dave the stick-of-wood protagonist. The real star of the show is that coldly impersonal, chillingly villainous, ruthlessly merciless bad guy of a computer. He's great. And the ""Open the pod bay doors"" sequence is wonderful. But it's too short. And it's not long before the director once again lapses into too-long goings on.<br /><br />Four minutes for HAL to die. And die he does. Slowly, painfully, losing intelligence with every minute, voice getting lower and slower, singing ""Daisy, Daisy"", all with a low and constant hissing that becomes just as annoying as the heavy breathing.<br /><br />Seven minutes of flying colors as Dave enters the monolith. Seven. I could FEEL my brains melting and dripping out of my ears! Seven full minutes of absolutely nothing but some guy's whacked out psychedelic version of space travel, again with that thrice-cursed chorus! We got the idea at the beginning of the sequence! Why drag it out so long? Unless he wanted to make LSD users go psychotic and have flashbacks.<br /><br />I'm not even going to try to explain the ending, mostly because I don't quite get it myself. Supposedly he's in an alien research laboratory and they're teaching him deep and profound things while he watches himself getting older and older and then they send him back to earth as some kind of cosmic celestial space baby. None of this comes across in the film. For all you know, it's just a sequence of images with no purpose or plot whatsoever. A lot of the movie felt that way.<br /><br />The first time I tried watching this movie I gave up halfway through. The second time I suffered through this sore excuse for a film, it was to help my sister time the sequences to see how long they lasted. It's that boring.<br /><br />Call this crummy film ""art"" if you wish. I wouldn't. I've seen more interesting ""art"" in the local museum. And I am never subjecting myself to this kind of suffering ever again.",0
"This film is about the complicated friendship, romance and deceit between two men and two women during the World War II.<br /><br />A lot of effort has been put to make ""The Edge of Love""look the right period. However, I find this effort too excessive, particularly in terms of the tone of the colours. Most of the first half of the film is processed so much to have a strong bluish tone. It's hard to make out who's who in this tone.<br /><br />Another detrimental point is the fancy use of image splitting lens. There are many scenes that have three or four images of the same thing, such as three Keira Knightley smiling face or four pairs of arms in embrace. That simply makes the film confusing and hard to follow, instead of being artistic.<br /><br />As for the plot, it is plain boring. The way the story unfolds is not engaging at all. Sienna Miller's unstable character is annoying. In fact all the main characters are annoying and unlikeable. Keira Knightley's accent is impossible to understand, making it a further impediment to understanding the plot.<br /><br />I strongly advise avoiding ""The Edge of Love"", unless you watch a film only to appreciate great costumes, nice sets and lighting.",0
"Witchcraft/Witchery/La Casa 4/ and whatever else you wish to call it. How about..Crud.<br /><br />A gathering of people at a Massachusetts island resort are besieged by the black magic powers of an evil witch killing each individual using cruel, torturous methods. Photographer Gary(David Hasselhoff)is taking pictures for Linda(Catherine Hickland whose voice and demeanor resemble EE-YOR of the Winnie the Poo cartoon), a virgin studying witchcraft, on the island resort without permission. Rose Brooks(Annie Ross, portraying an incredibly rude bitch)is interested in perhaps purchasing the resort and, along with husband Freddie(Robert Champagne, who is always ogling other women much younger than him), pregnant daughter Jane(Linda Blair)and grandson Tommy(Michael Manchester, who just looks bored throughout, probably wanting to watch Sesame Street instead of starring in this rubbish), go by boat to the resort being treated to a look at the property by Realtor Tony Giordano's son Jerry(Rick Farnsworth), obviously a pup in the business getting his feet wet. Along with these folks is architect Leslie(Leslie Cumming, whose character is a nympho)who might help Rose re-design the resort. The boat's captain is killed by The Lady in Black(Hildegard Knef, wearing her make-up and lip-stick extra thick)and a storm is brewing. The boat drives off by itself(..guided by the invisible power of The Lady in Black, I guess)with everyone stuck in the decrepit resort, which is in dire need of repairs. Most of the victims, before meeting their grisly fates are carried through a type of red wormhole whose vortex leads to another dimension(..perhaps a type of hell or something)where they are tortured by these fiends dressed in raggedy clothes with a crummy visage. One victim has her mouth sown before being hung upside down in a chimney, roasted as the others light the fireplace. One poor soul is tortured by harsh twistings of rope wrapped tightly around her flesh before being found hanging from the snout of a swordfish penetrating through her neck. One fellow is slowly suffocating as his veins bulge(..and bleed) and neck's blood vessels burst squirting in Hasselhoff's face! One fellow is crucified with nails hammered into his hands before being hung upside down over an open flame. Blair's pregnant victim becomes possessed with her hair standing on end speaking in another woman's voice. One is raped by this demonic man with a ""diseased"" mouth as the hellish hobos stand nearby gleefully cheering. The film, despite it's excesses, is mostly dull fodder for those who really wish to see the lowest point in the careers of Hasselhoff and Blair, who deserve better than this. Almost unbearable at times, building little-to-no suspense. Clumsy execution of the death sequences which look cheap and laughable. Sure some gore is okay, but most of the film shows victims after they've been run through the ringer. We do get a chance to see pregnant women(..who look exactly like stuntmen in costume with bad wigs) jumping out three story windows. Oh, and The Lady in Black's reflected face often pops up on inanimate objects for characters to see. Tommy has a little Sesame Street recorder which tapes The Lady in Black's mumbo jumbo chants, obviously used for later. For some reason, The Lady in Black likes to visit little Tommy. He's not at all scared of her, for Tommy's just too bored to show any expression on his face, much less fear. Need I say more? This one's a real stinker. Ugh.",0
"A rather lame teen slasher from Brisbane. While the plot hinges on a fairly decent idea, the writing is profoundly lame and two of the three main teens are absurdly wooden. The problem is that for the kids to go through with their plan they have to be far more reckless than shown, but if they were that devil-may-care, it would perhaps be hard for them to be likable, so they end up being neither really. In fact, I only started enjoying the film when I started wishing for their death. One of those movies where in about a thousand places the most sensible option would be to call the police. I realise we wouldn't have a movie if they did, but it would be nice if we could believe that they actually wouldn't. Avoid.",0
"As stated by others, this is a ludicrously horrible movie (NOT A FILM!). It is not bad in a funny way, just painful to try to endure. Don't waste your time.<br /><br />Erika Eleniak is pretty hot, but there is one scene where she is in a bathtub, and you can see the wrap covering her breasts under the bubbles. Also, she's getting fat.<br /><br />The fight scenes are so bad as to be unwatchable, if you know or care anything about martial arts, or even decent choreography, and the editing/effects are abysmal.<br /><br />There is no payoff, it goes nowhere, and sucks getting there.",0
"It's Saturday, it's raining, and I think every movie should have at least one comment... so I just watched ""The Crime Doctor's Courage"" all the way through. It's a murder mystery with a typical cast of characters, and a couple of the usual suspects -- each with their own possible motive for the crime. The story starts abruptly and the viewer is thrown into the plot with no character development or storytelling whatsoever. I guess that's not too surprising for a B movie of this period. There are also some moments which look and feel like this is pre-WWII, but perhaps that is due to the writer's background in radio shows.<br /><br />The ""Crime Doctor"" is the sleuth who happens to be visiting California for some R&R from his psychiatry practice on the East coast. He hooks up with a mystery novelist friend with whom it is implied has been along for one or more previous mystery solving capers. The novelist occasionally fills the role of sidekick to our sleuth (AKA Dr. Watson), and also occasionally lightens things up with a bit of comic relief (sort of).<br /><br />There is also a somewhat simple, but not quite bumbling police captain who at times is annoyed by the meddling sleuth. And then there are the mysterious Braggas, a brother and sister who are dance artists at a night-club. The dance is sort of an interpretive dance that happens to be one of those moments which feels more like the 30's than the 40's. Though the story location is California, the Braggas appear to live in a castle!<br /><br />There was one plot element which managed to keep me somewhat amused, but I won't divulge any more than that because I always enjoy movies more when the story is discovered, rather than known in advance. (even though I can think of many, many, B films which would rate higher and it is difficult to say that watching this one is time well spent) I have not seen any other movies from the ""Crime Doctor"" series, so I can't make any comparisons.",0
"I love the so-called ""blaxploitation"" films and have seen dozens. Some, such as COTTON COMES TO HARLEM, SHAFT and HAMMER have excellent production values and are very entertaining, while many others are very cheap and silly, but still entertaining, such as BROTHERHOOD OF DEATH or COFFEY. However, DOLEMITE manages something rare for the genre--it's just cheap and silly and not the least bit entertaining! It's like blaxploitation made for very, very stupid people.<br /><br />Years ago, I saw a takeoff on the Dolemite films on ""Mad TV"" and unfortunately, the real DOLEMITE isn't any better. Like the parody, the acting is just atrocious. Rudy Ray Moore has all the charm and charisma of a piece of balsa wood. He can barely read his lines and his ""karate"" is a joke--with his kicks obviously missing the target again and again. As for the rest of the actors, many might be even worse. My favorite was the FBI guy who couldn't even remember his lines and really struggled to get them out--yet they didn't even bother to re-film these scenes! In fact, so much of it was inept that I had a hard time figuring out whether the film was intended as a joke.<br /><br />If you think that despite horrible acting and action that there is something worth seeing about this film, you're wrong. Even for the perverts out there hoping to see some skin, will be disappointed. The naked women in the film really do look like hard-luck prostitutes and there's nothing remotely sexy about their sagging bodies. I think looking at old people naked--REEEAALLY old people naked--is no worse than looking at these ""ladies"". And as for Rudy Ray, he has ""man boobs"". No Black super-hero or anti-hero should look that bad naked!! For goodness sakes, put on your clothes people and come up with a script that doesn't look like it was written by winos!!!<br /><br />FYI--Apparently, there are actually sequels to this film!! I can't imagine watching them, so you'll just have to find someone else to review them. I have watched PLAN 9 FROM OUTER SPACE, TEENAGERS FROM OUTER SPACE and ROBOT MONSTER, but I just don't think I can bring myself to see another Dolemite film--they are that bad!",0
"Oh, well I thought it should be a good action, but it was not. Although Jeff Speakman stars there is nothing to watch.Only two fight for almost 1,5 hours, yak.A lot of talking and everything is so artificial that you could not believe it. The plot is clear from the beginning. If you want good action don't rent this movie.",0
"""RVAM""'s reputation preceded it. I first heard of it in one of those Medved style movie books, ""The 50 Worst Movies Ever"" or ""The Golden Turkey Awards"", or something like that. Every review of the film basically said that this movie was so bad that it would make you bleed from the eyes to watch it. So when the Exposed Film Society finally got around to showing it, I was anticipating the kind of cathartic experience that only a true cinematic stinker can provide. <br /><br />However, ""Robot"" wasn't really all that bad. <br /><br />Oh, this is definitely a ""Z"" film through and through. Some of the voice dubbing (as is usually the case for K. Gordon Murray imports) is awfully cheesy, and the movie itself seems to be structurally something of a Frankenstein, since a huge chunk of it seems to be footage from a previous ""Aztec Mummy"" movie, narrated with a voice-over by the leading man. A dead giveaway: anytime the question ""Then what happened?"" is asked more than twice in the dialog, you are looking at reassembled footage put together with little regard for plot coherence or momentum. In RVAM, ""Then what happened?"" or ""What happened then?"" is uttered at least four times in the 1st hour. <br /><br />Even without the structural problems, the plot and dialog don't translate well to an older American audience. For instance, as the hero explains (and explains and explains) the back-story. he includes a remark about Doctor Krupp, ""a doctor who suddenly turned into an evil master criminal"" and began his quest for the treasure that the Aztec mummy guards. No background, no explanation, he just ""suddenly turned evil"". Obviously, this was aimed at a pretty undiscriminating audience. <br /><br />The clincher, though, is the ""Robot"", the supposed ""showcase"" of this movie. This Robot is the worst robot special effect since ""Undersea Kingdom"" or even ""Santa Claus Vs. The Martians"". Compared to this hunk of junk, the Tin Man from the ""Wizard Of Oz"" looked like the Terminator chassis that chased Linda Connor through the foundry in T2. The Aztec Mummy himself is well designed and executed; he's recognizably undead, familiar enough to look like a mummy, and yet distinct from the ""Boris Karloff"" bandage collection familiar to most American audiences. But whoever designed the Robot in this followup had no feel for the concept...or no budget. They could at least have given him some knees, for heaven's sake. <br /><br />In addition, the titular battle is terribly executed and lasts less than 60 seconds. (I've seen shoving matches on junior high playgrounds that are more convincing.) Then the movie basically just stops. That seems a bit of a rip off considering the amount of time the movie spends building up to the battle itself.<br /><br />In spite of all these problems, the movie isn't horrible or incompetent the way a Coleman Francis film or a Larry Buchanan film was. Compared to ""Monster A-Go-Go"" or ""Attack of The Eye Creatures"", ""RVTAM"" is like a Coppola film. It's just kind of dull and boring and silly. The actors are competent (in a mannered B movie way) and reasonably photogenic; Dr. Krupp, in particular seems to be having a wonderful time as he leers and plots and capers about in his cape and ""Phantom Of the Opera"" suit. I often found myself rooting for him, in spite of his being the villain. <br /><br />Anyway, I've seen much, much worse. File this with ""Samson Vs The Vampire Women"", under ""interesting Mexican juvenile oddities"".",0
"I bought this on VHS as ""Terror Hospital"", and when I got home I checked IMDb and was like OMG it's the legendary ""Nurse Sherri""!!! So here's another one from Al Adamson, who had clearly learned some minuscule amount about film-making since the ""Blood of Dracula's Castle"" days. Where that earlier effort is a more or less totally sclerotic lump, this one mixes it up a little, adding a definite element of variety and surprise amid the incompetence. Sure half of the movie is a blind post-op football player shooting the breeze with his stacked nurse, but at any moment we might be cutting away to the cackling disembodied head of the satanist mastermind, or Nurse Sherri running a farmer through with a pitchfork, or a wee bit of abstract student-film quick cutting to go with the pulsing-blob effects in the possession scene, or the most gratuitously half-hearted topless bit ever, or god knows what else (I forget, to be honest). As dumb-ass pieces of sh*t go, this one runs toward the high end. Congrats, Al.",0
"Sadness was the emotion I felt, after the screen went dark. Puzzled, was another. Why would two seasoned screen vets like Matthau and Lemmon sign on to this putrid project? I'm under the impression they didn't read the script, before the cameras started rolling. All the cast is wasted, in this unfunny, uninteresting and unimpressive movie. Sadly enough, this was one of elegant Edward Mulhare's last projects, here as the heavy. Dyan Cannon tries, Hal Linden looks bored, Donald O'connor reciting a few lines laden with profanity. (??!!). I'm not with the ""Legion of Decency."" My point is they were spouted purely for the strangeness of hearing him use off-color language. That is a desperate attempt to infuse ""humor"" into a picture. He actually did deliver the film's only morsel of entertainment, when he pattered about on the dancefloor, though. I save my harshest criticism for the leads. Walter Matthau should have known better. He still delivers great solo performances (IQ, Dennis The Menace, etc.). His character, although affable, is rather dull and one dimensional. Seen him once, seen him all. Jack Lemmon gives another one of his trademark, weepy, ""just too darn sensitive"" male portrayals. When he starts that mode, I vicariously want to hand him a box of tissues. OUT TO SEA is painfully unfunny, and whoever produced this mess should be made to walk the plank.",0
"Worth the entertainment value of a rental, especially if you like action movies. This one features the usual car chases, fights with the great Van Damme kick style, shooting battles with the 40 shell load shotgun, and even terrorist style bombs. All of this is entertaining and competently handled but there is nothing that really blows you away if you've seen your share before.<br /><br />The plot is made interesting by the inclusion of a rabbit, which is clever but hardly profound. Many of the characters are heavily stereotyped -- the angry veterans, the terrified illegal aliens, the crooked cops, the indifferent feds, the bitchy tough lady station head, the crooked politician, the fat federale who looks like he was typecast as the Mexican in a Hollywood movie from the 1940s. All passably acted but again nothing special.<br /><br />I thought the main villains were pretty well done and fairly well acted. By the end of the movie you certainly knew who the good guys were and weren't. There was an emotional lift as the really bad ones got their just deserts. Very simplistic, but then you weren't expecting Hamlet, right? The only thing I found really annoying was the constant cuts to VDs daughter during the last fight scene.<br /><br />Not bad. Not good. Passable 4.",0
"generally speaking I don't make negative comments on here. But since this is a festival piece, I don't want you to waste your time when you could see something else that might not be playing again.<br /><br />I thought the actors were pretty bad. For instance, they totally didn't play off each other, rather, they waited to RECITE their lines which were pretty poor to begin with. The dialogue sounded really forced. Norman or whatever his name tried, or so it would appear, to be witty and biting in the lines he chose but just fell really short.<br /><br />After words he asked if anyone saw the ending coming and some people were all ""yea"", and he all but called them liars. Look there were so many clues, the biggest being a briefcase full of cash for a $500 an hour whore. I mean the john gave her at least 20g's... tell tale sign. Now no you couldn't see exactly what was going to happen but by the time the twist actually occurred, I for one, didn't even care. I was just glad to get out of there. I asked him which draft he shot and he said 8.1, maybe next time he will wait to shoot 'til 15.3 cause this needed a lot of work.<br /><br />But he seemed like a fairly nice guy, he is making his own films, he'll probably get better and I hope he does, not in a snotty way either, I mean it, I wish him luck. Just remember, this is just my opinion.",0
"I'm afraid I did not like this adaptation. When I started watching it I had a strange feeling of watching some 70s TV series, due to the filter and the musical score. I did not like the end scene. Mr Tilney appears dressed only in his waistcoat. Jane Austen would never have a gentleman ride out without a frock coat. Looks like the producers made a modern misinterpretation of a romantic girl's dream. I appreciate the more modern JA adaptations much more, that show an eye for these details, that makes the BBC series so worthwhile. Sorry, looking forward to the 2007 adaptation. I hope that will be better and will show the benefits of 20 years of Jane Austen adaptations.",0
"I really didn't like this film~!!!! it was boring and didn't interest me that much at all.. i'm more of an action girl, and it had NONE. i went and rented this movie because of the other comment that was left.. but was totally mislead! don't get this movie unless you like the dessert and plenty of boredom. i just really didn't like the movie. it wasn't my style, but it could be yours.. you would just have to watch the previews or something but it's my recommendation if you're a girl.. don't get this movie! This Scandinavian production draws on some of the observational strategies of Godfrey Reggio's Koyaanisqatsi, allowing us to reflect on patterns and phenomena of human and natural existence from both intimate and sweeping viewpoints. this just isn't for me!",0
"How to take Charles Darwin's fantastic intellectual journey and turn it into a chick flick. His pivotal and seminal ideas and their radical influence on Western thought and capitalist society are untouched except for two brief scenes, in one of which it is claimed he is ""killing God""; pure demagoguery to make the movie emotional. And the rest of the movie buckles to that purpose: it consists entirely of melodramatic and long family scenes with overloud music at which one is beholden to cry. Anyone who actually read ""Origin Of Species"" would be vividly aware that there was no breach with God in any of Darwin's work; to the contrary, there was an increased awe and respect, and a revolutionary new way of looking at things. A good movie about Darwin could be educational, thoughtful, and deeply inspiring, even in a religious sense - but that would contradict the soap-opera intentions of this flick. This is a flick that is designed to make people wail in contrived sympathy and then feel transformed although unable to understand why; it makes fast use of Darwin's great name only as marketing clout, as one would drop a famous name at a party to create an impression. Sad that the sets and costumes are so good: production values, except for the writing, were obviously high. See it if you want to weep, for the loss of intelligence in American literature.",0
"Really, average is the only word that comes to my mind when you see this.<br /><br />The acting was average (maybe a bit above average), the camera usage was average (actually below average. The picture was so shaky and the colors were grainy and blurry.) The plot was a good one but moved at such a slow pace and wasn't put to good use.<br /><br />This could've been so much more if it didn't go at a snail pace and we saw more into the characters backgrounds.<br /><br />All we see are flashbacks here and there of Alice and how her home life is so ""bad"" (her mother is a working class woman trying to make end meet for her and her daughter.) We see a flashback of her of when she was in high school and her friend says to her ""tell your Mom to make some better food"" and ""everybody says it's your mom."" Yeah that's embarrassing but why would you run away from it. <br /><br />I could definitely see if her Mom was a drunk or somebody was abusing her but nothing was wrongwith her home except she was embarrassed by it. How immature! <br /><br />We're not even given a glimpse of what the couple's lives have been like (except that they've been prostituting for awhile and the woman, forgot her name, gave her baby up when it was 9 months old.) This really could've been so much more. It could've had Alice who was abused by her drunk mom go down to Florida with her friend but then becomes a prostitute. Or something along the lines of that other then the real plot of this movie (that is) Alice, a girl with a home life of probably 90% of America's population (WORKING CLASS) runaways to Florida but then gets sidetracked by turning into a prostitute.<br /><br />I don't see why it won an award at Sundance (it must've been up against some really weak competition to have won that one award.) <br /><br />Also to me, Alice's Boston/New England accent seemed forced. It didn't seem genuine. (I should know, I was born and raised in Boston, but now live in Georgia.) <br /><br />4/10 Not really worth your time in my opinion.",0
"I'm trying to find something of value here. The best I can muster is that Truffaut wanted to make a movie as tedious, painful, puerile, annoying, illogical, and brainless as the experience of being in love. If that was his goal, then he succeeded, but the solution to his exercise is really a drag to watch.<br /><br />There is one scene that screams for a spoof: Belmondo compares the features of Deneuve's face to the features in a landscape . All I could think the whole time was ""glacier,"" ""ice floe,"" ""two lonely fishermen wearing Army surplus on a frozen lake in Minnesota.""<br /><br />The only other point of interest was the resurrection of Buffoon's theory of climatic determinism. The tropics are presented as paradise, and things get progressively worse as they get colder, hell being Calvinist French Switzerland. That was kind of funny.",0
"Now, I LOVE Italian horror films. The cheesier they are, the better. However, this is not cheesy Italian. This is week-old spaghetti sauce with rotting meatballs. It is amateur hour on every level. There is no suspense, no horror, with just a few drops of blood scattered around to remind you that you are in fact watching a horror film. The ""special effects"" consist of the lights changing to red whenever the ghost (or whatever it was supposed to be) is around, and a string pulling bed sheets up and down. Oooh, can you feel the chills? The DVD quality is that of a VHS transfer (which actually helps the film more than hurts it). The dubbing is below even the lowest ""bad Italian movie"" standards and I gave it one star just because the dialogue is so hilarious! And what do we discover when she finally DOES look in the attic (in a scene that is daytime one minute and night the next)...well, I won't spoil it for anyone who really wants to see, but let's just say that it isn't very ""novel""!",0
"Critics love this movie. I personally found it senseless and tasteless. This is the millionth time I've fallen into the ""critics love it"" trap and came out wishing someone would throw boiling hot water on my testicles because it was less painful than watching the movie. There are many scenes that are completely unnecessary. A warning to Animal lovers: Don't see this movie if you don't want to see sheep killed and molested.<br /><br />If you want to see a good Asian film, see Afrika. If you want to see a film about escaped convicts, see the Gene Wilder/Richard Pryor classic Stir Crazy. Avoid 9 Souls like the plague.",0
